,t1,t2,t3,t4,t5,ap1,ap2,ap3,ap4,ap5,sp1,sp2,sp3,sp4,sp5,ws1,ws2,ws3,ws4,ws5,wd1,wd2,wd3,wd4,wd5,h1,h2,h3,h4,h5,r1,r2,r3,r4,r5,s1,s2,s3,s4,s5,Y00,Y01,Y02,Y03,Y04,Y05,Y06,Y07,Y08,Y09,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18
4462,20.6,22.6,21.7,20.1,21.0,987.2,988.0,1000.6,1006.4,999.7,1007.2,1007.8,1006.9,1007.7,1008.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.3,85.8,85.0,78.7,79.1,70.9,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,22.0
4463,20.5,22.6,21.7,20.1,20.8,987.5,988.0,1000.6,1006.3,999.7,1007.2,1007.8,1007.2,1007.7,1007.9,0.0,0.8,0.8,0.0,0.0,247.8,0.0,0.0,0.0,268.0,86.1,86.3,79.5,79.0,71.1,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,23.89,,,,,,,,,,,,,,,,,,,22.0
4464,20.3,22.4,21.6,20.7,20.7,987.4,988.0,1000.4,1006.2,999.5,1007.0,1007.8,1007.0,1007.5,1007.8,0.0,0.0,1.4,0.0,0.0,196.7,0.0,0.0,0.0,0.0,82.3,86.4,79.8,79.6,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,22.0
4465,20.2,22.3,21.6,20.5,20.6,987.1,987.8,1000.5,1006.1,999.4,1007.1,1007.6,1006.7,1007.4,1007.7,0.0,1.0,0.0,0.0,0.1,0.0,0.0,116.9,0.0,270.8,82.4,87.0,80.1,79.8,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,22.0
4466,20.2,22.3,21.6,20.2,20.5,987.2,987.6,1000.4,1006.1,999.4,1007.0,1007.4,1006.9,1007.4,1007.7,1.5,0.3,0.0,0.0,0.0,0.0,113.3,0.0,0.0,291.0,85.0,87.2,79.9,79.9,72.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,22.0
4467,20.0,22.3,21.6,20.3,20.4,987.1,987.4,1000.3,1006.0,999.4,1006.9,1007.2,1006.8,1007.4,1007.6,0.9,0.6,0.0,0.0,0.0,0.0,156.8,0.0,0.0,284.3,84.1,88.3,79.5,81.9,72.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.5
4468,19.8,22.3,21.4,20.2,20.4,987.0,987.4,1000.3,1005.9,999.3,1006.9,1007.2,1006.7,1007.3,1007.4,0.4,0.7,0.0,0.0,0.4,0.0,196.6,351.4,0.0,295.4,83.8,88.5,78.7,81.7,73.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.5
4469,20.3,22.2,21.3,19.5,20.1,986.9,987.3,1000.2,1005.7,999.1,1006.8,1007.1,1006.5,1007.1,1007.3,0.4,1.0,0.0,0.0,0.8,0.0,116.2,143.4,0.0,240.4,87.3,88.3,80.0,81.7,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.5
4470,20.0,22.0,21.2,19.8,20.0,986.9,987.2,1000.2,1005.6,999.1,1006.8,1007.1,1006.6,1007.1,1007.2,1.4,1.9,0.6,0.0,0.3,328.6,207.8,247.6,0.0,249.1,87.3,90.2,79.8,81.7,74.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.5
4471,19.7,22.0,21.2,20.0,20.0,986.8,987.3,1000.1,1005.7,999.0,1006.7,1007.2,1006.5,1007.0,1007.2,0.5,0.8,1.2,0.0,0.1,243.7,126.8,0.0,0.0,328.5,85.0,90.2,79.5,81.7,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4472,20.0,22.0,21.2,20.2,19.8,986.8,987.2,1000.3,1005.8,998.9,1006.9,1007.1,1006.5,1006.9,1007.4,0.7,1.4,0.3,0.0,0.2,217.7,149.2,265.0,0.0,318.5,84.7,91.6,79.7,81.0,75.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4473,20.4,21.8,21.1,20.0,19.5,986.7,987.2,1000.3,1005.6,998.9,1006.9,1006.9,1006.4,1007.0,1007.2,0.6,2.6,0.0,0.5,0.6,0.0,186.1,340.2,270.5,332.4,85.2,87.1,81.3,81.4,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4474,20.4,21.8,21.1,19.5,19.4,986.6,987.2,1000.1,1005.7,999.0,1006.7,1006.9,1006.2,1007.1,1007.3,0.8,1.3,0.4,1.2,0.6,184.5,223.1,324.5,296.3,310.5,87.6,86.9,82.5,81.4,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4475,20.6,21.8,21.0,19.7,19.4,986.6,987.0,999.9,1005.6,999.1,1006.5,1006.7,1006.3,1007.2,1007.2,0.0,1.8,1.3,0.0,0.4,186.3,0.0,4.6,0.0,307.2,86.9,86.0,82.8,81.6,77.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4476,20.6,21.6,21.1,20.0,19.5,986.8,986.8,1000.1,1005.5,998.9,1006.7,1006.5,1006.5,1007.0,1007.1,0.9,1.1,1.0,0.0,0.4,206.7,285.9,315.6,0.0,305.5,85.7,86.4,81.6,80.3,77.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4477,20.4,21.4,21.0,20.0,19.7,986.6,986.8,1000.1,1005.5,998.8,1006.7,1006.7,1006.3,1006.9,1007.1,0.6,2.2,0.7,0.0,0.8,216.6,279.4,356.0,0.0,334.4,85.2,87.4,79.3,80.2,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4478,20.4,21.3,21.0,19.9,19.7,986.6,986.9,1000.2,1005.5,998.9,1006.8,1006.8,1006.3,1007.0,1007.1,0.8,1.4,0.0,0.0,0.8,0.0,295.8,20.3,0.0,348.0,85.3,87.2,79.4,80.4,78.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4479,20.4,21.2,21.1,20.0,19.7,986.7,986.8,1000.2,1005.6,999.0,1006.8,1006.7,1006.4,1007.1,1007.2,1.1,1.6,1.8,0.0,0.9,208.4,289.5,327.9,0.0,22.8,83.5,87.1,78.8,80.8,77.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4480,20.4,21.1,21.1,20.0,19.6,986.7,986.9,1000.2,1005.7,999.0,1006.8,1006.8,1006.4,1007.1,1007.3,1.5,1.2,0.8,0.0,0.5,212.3,274.2,10.6,0.0,337.5,82.8,87.3,79.0,81.2,77.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4481,20.4,21.1,20.9,20.0,19.6,986.6,986.8,1000.1,1005.6,999.1,1006.7,1006.7,1006.3,1007.2,1007.2,1.9,1.5,1.2,0.0,0.9,197.6,291.0,360.0,0.0,352.2,82.3,87.6,78.6,81.7,77.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4482,20.4,21.1,20.8,20.0,19.5,986.7,986.9,1000.1,1005.6,999.0,1006.7,1006.6,1006.4,1007.1,1007.2,1.1,1.3,1.3,0.0,1.1,236.6,280.0,19.2,0.0,328.5,82.3,87.8,79.4,82.6,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4483,20.3,21.0,20.8,20.1,19.3,986.7,987.0,1000.0,1005.5,999.0,1006.6,1006.7,1006.4,1007.1,1007.1,1.3,0.1,2.0,0.0,0.7,248.2,270.8,109.5,0.0,12.9,80.8,87.8,80.4,83.3,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4484,20.3,21.0,20.7,20.1,19.0,986.7,987.1,999.9,1005.5,999.0,1006.5,1006.9,1006.4,1007.1,1007.1,1.1,1.7,1.6,0.0,0.5,202.3,307.5,68.6,0.0,9.2,80.7,88.1,81.8,83.7,77.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4485,19.9,20.9,20.7,20.0,18.8,986.6,987.0,999.9,1005.3,999.0,1006.5,1006.8,1006.3,1007.1,1006.8,1.0,1.5,1.6,0.0,0.4,217.8,289.0,86.2,0.0,22.6,80.4,89.8,83.0,84.1,77.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4486,19.5,20.8,20.7,20.0,18.7,986.7,987.1,999.9,1005.3,998.9,1006.5,1006.9,1006.4,1007.0,1006.9,0.4,1.5,1.9,0.0,0.0,192.4,284.6,0.0,0.0,48.6,80.2,92.0,83.6,84.4,77.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4487,18.9,20.8,20.6,19.9,18.6,986.6,987.1,999.8,1005.3,998.9,1006.4,1006.9,1006.3,1007.0,1006.9,0.5,1.7,1.1,0.0,0.6,209.6,318.7,54.0,0.0,78.2,80.8,93.9,83.5,84.4,77.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0
4488,18.7,20.6,20.6,19.7,18.6,986.6,987.1,999.8,1005.4,999.0,1006.4,1006.9,1006.3,1007.1,1007.0,1.2,1.1,0.9,0.0,0.3,191.4,267.3,13.5,0.0,68.9,81.9,95.3,83.0,85.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,20.5
4489,18.5,20.5,20.6,19.3,18.4,986.5,987.1,999.6,1005.4,998.8,1006.2,1006.9,1006.1,1006.9,1007.0,0.5,1.6,0.0,0.0,0.5,0.0,282.0,55.5,0.0,60.6,83.6,95.6,84.8,85.2,77.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,20.5
4490,18.4,20.3,20.5,19.1,18.5,986.5,987.1,999.7,1005.5,998.8,1006.3,1006.9,1006.1,1006.9,1007.1,0.3,1.4,0.0,0.0,0.6,0.0,229.3,336.6,0.0,42.0,83.8,95.7,84.3,85.8,77.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,20.5
4491,18.4,20.1,20.6,18.5,18.6,986.5,987.2,999.9,1005.7,998.9,1006.5,1007.0,1006.2,1007.0,1007.3,0.8,1.2,0.2,0.0,0.7,24.0,236.4,353.0,0.0,28.7,88.0,95.8,84.4,86.6,77.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,20.0
4492,18.7,20.0,20.7,18.0,18.7,986.4,987.2,999.9,1005.5,998.9,1006.5,1007.0,1006.1,1007.0,1007.1,0.4,0.7,0.0,0.0,0.2,0.0,254.2,91.6,0.0,30.3,88.7,95.1,83.7,87.3,77.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,20.0
4493,18.7,19.8,20.7,17.3,18.7,986.6,987.0,999.9,1005.6,998.9,1006.5,1006.8,1006.4,1007.0,1007.2,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,90.6,94.4,83.9,87.8,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,19.5
4494,18.9,20.0,20.8,17.4,18.5,986.6,987.0,1000.0,1005.6,998.9,1006.6,1006.8,1006.4,1007.0,1007.2,0.3,0.2,0.0,0.0,0.6,0.0,280.8,332.7,0.0,4.6,91.9,94.4,84.3,87.7,76.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,19.5
4495,19.3,20.0,20.7,18.2,18.4,986.7,987.0,1000.1,1005.7,998.9,1006.7,1006.8,1006.4,1007.0,1007.3,0.7,0.8,0.0,0.0,0.7,0.0,269.6,351.5,0.0,331.8,90.8,94.0,85.1,87.9,76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,19.5
4496,19.4,20.0,20.7,18.6,18.3,986.7,987.1,1000.1,1005.7,999.1,1006.7,1007.0,1006.4,1007.2,1007.3,0.7,0.3,0.0,0.0,0.7,0.0,262.5,331.2,0.0,3.6,87.8,92.6,86.0,88.4,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,20.0
4497,19.5,20.0,20.5,18.7,18.0,986.9,987.1,1000.2,1005.8,999.2,1006.8,1007.0,1006.6,1007.3,1007.4,0.9,0.8,1.1,0.0,1.1,240.1,263.7,337.9,0.0,333.1,87.7,91.8,86.1,87.8,78.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,20.0
4498,19.6,20.1,20.6,18.9,17.8,986.9,987.1,1000.3,1005.8,999.4,1006.9,1007.0,1006.5,1007.5,1007.4,0.5,0.0,0.4,0.0,0.7,184.1,291.4,28.3,0.0,264.6,87.8,91.2,87.7,87.7,78.9,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,20.0
4499,19.6,20.2,20.6,18.9,17.6,987.0,987.2,1000.2,1005.7,999.4,1006.8,1007.1,1006.6,1007.5,1007.3,0.7,0.0,0.9,0.0,0.9,202.8,277.0,31.0,0.0,0.0,87.6,91.7,88.6,87.7,79.2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,20.5
4500,19.5,20.2,20.7,18.9,17.7,987.0,987.2,1000.2,1005.7,999.2,1006.8,1007.1,1006.6,1007.3,1007.3,0.3,0.7,0.7,0.0,0.6,240.9,307.0,9.3,0.0,270.3,87.3,92.1,88.5,87.6,79.3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,20.5
4501,19.5,20.3,20.6,19.1,17.8,986.9,987.3,1000.0,1005.7,999.2,1006.6,1007.2,1006.5,1007.3,1007.3,0.9,0.0,0.0,0.0,0.6,0.0,286.7,37.5,0.0,0.0,87.4,91.7,89.0,87.4,79.2,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.05,,,,,,,,,,,,,,,,,,,20.5
4502,19.5,20.4,20.7,19.4,18.1,986.7,987.4,999.9,1005.6,999.1,1006.5,1007.3,1006.3,1007.2,1007.2,0.3,0.5,0.6,0.0,0.7,223.1,274.5,328.5,0.0,263.8,85.2,91.0,88.7,86.9,79.3,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.09,,,,,,,,,,,,,,,,,,,21.0
4503,19.7,20.5,20.8,19.6,18.3,986.7,987.4,999.9,1005.5,998.9,1006.5,1007.3,1006.4,1007.0,1007.0,0.0,0.8,0.1,0.0,0.3,192.6,0.0,177.0,0.0,283.7,84.3,90.2,86.6,86.1,78.1,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.15,,,,,,,,,,,,,,,,,,,21.0
4504,19.7,20.6,21.0,19.8,18.7,986.7,987.3,999.9,1005.5,998.9,1006.5,1007.1,1006.4,1007.0,1007.0,0.5,1.1,0.3,0.0,0.5,245.8,335.4,271.6,0.0,298.1,83.0,89.4,86.1,85.5,78.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.22,,,,,,,,,,,,,,,,,,,21.5
4505,20.0,20.7,21.1,19.9,18.9,986.6,987.3,1000.1,1005.7,998.9,1006.7,1007.1,1006.3,1007.0,1007.3,0.8,1.2,0.6,0.0,0.2,219.4,359.3,27.9,0.0,323.3,81.0,89.5,83.6,85.6,78.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.31,,,,,,,,,,,,,,,,,,,21.5
4506,20.2,20.8,21.0,20.1,19.3,986.7,987.2,1000.0,1005.7,999.0,1006.6,1006.9,1006.4,1007.1,1007.3,0.4,0.0,0.8,0.0,1.0,205.2,309.7,356.7,0.0,0.0,79.6,88.0,82.2,84.6,77.9,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.39,,,,,,,,,,,,,,,,,,,22.0
4507,20.3,21.0,21.1,20.5,20.0,986.7,987.2,1000.1,1005.7,999.1,1006.7,1007.1,1006.3,1007.2,1007.3,1.0,0.9,0.5,0.0,1.7,215.7,274.4,357.2,0.0,269.9,77.4,87.1,77.6,84.5,77.4,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.46,,,,,,,,,,,,,,,,,,,22.0
4508,20.5,21.1,21.2,20.6,20.3,986.9,987.1,1000.3,1005.8,999.2,1006.9,1006.9,1006.5,1007.3,1007.4,0.7,1.0,1.1,0.0,1.3,176.6,294.9,11.4,0.0,265.4,79.1,86.4,75.7,83.9,77.1,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.56,,,,,,,,,,,,,,,,,,,22.5
4509,20.6,21.2,21.2,20.8,20.8,986.8,987.0,1000.2,1005.8,999.2,1006.8,1006.8,1006.4,1007.3,1007.4,0.6,1.6,1.8,0.0,2.4,191.4,284.1,353.3,0.0,259.0,79.0,84.1,76.0,82.9,77.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.67,,,,,,,,,,,,,,,,,,,23.0
4510,20.7,21.4,21.6,20.8,21.2,987.0,987.1,1000.1,1005.8,999.1,1006.7,1006.8,1006.6,1007.2,1007.4,0.6,1.5,1.7,0.0,1.3,201.8,270.6,2.6,0.0,247.2,77.6,83.2,74.7,82.9,74.9,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.79,,,,,,,,,,,,,,,,,,,23.5
4511,21.1,21.7,21.7,21.2,20.6,986.9,987.1,1000.1,1005.9,999.1,1006.7,1006.9,1006.5,1007.2,1007.5,1.1,1.5,1.7,0.0,1.9,243.7,283.8,343.0,0.0,279.4,75.2,82.2,75.9,81.4,75.4,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.96,,,,,,,,,,,,,,,,,,,24.0
4512,21.2,21.9,21.5,21.6,20.5,986.8,987.2,999.9,1005.9,999.1,1006.5,1007.0,1006.3,1007.1,1007.5,1.0,1.3,2.8,0.0,1.5,235.3,259.0,349.7,0.0,264.0,70.1,79.8,77.5,80.1,74.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.13,,,,,,,,,,,,,,,,,,,24.0
4513,21.8,22.0,21.7,22.3,20.5,986.7,987.2,999.9,1005.6,999.1,1006.5,1007.0,1006.1,1007.1,1007.1,1.5,0.7,3.1,0.0,0.4,265.8,273.7,21.6,0.0,308.7,65.7,78.5,75.9,78.7,67.9,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,1.34,,,,,,,,,,,,,,,,,,,24.5
4514,22.7,22.2,21.9,22.3,21.7,986.7,987.1,999.9,1005.5,998.9,1006.5,1006.8,1006.1,1006.9,1007.0,0.9,2.0,1.5,0.0,1.6,209.3,318.5,54.2,0.0,284.1,66.1,71.7,72.7,77.4,68.6,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.59,,,,,,,,,,,,,,,,,,,25.0
4515,22.8,22.3,22.0,22.6,21.6,986.5,986.9,1000.0,1005.3,998.8,1006.5,1006.6,1005.9,1006.8,1006.8,0.5,2.1,1.4,0.0,1.0,250.1,279.8,124.7,0.0,250.7,63.4,68.3,70.1,76.8,64.7,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,1.73,,,,,,,,,,,,,,,,,,,26.0
4516,23.1,22.2,22.0,22.9,21.6,986.5,987.0,999.9,1005.5,998.7,1006.4,1006.7,1005.9,1006.7,1007.0,0.5,1.4,1.3,0.0,1.8,246.5,261.9,301.6,0.0,13.7,64.2,63.4,72.0,75.1,62.8,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.92,,,,,,,,,,,,,,,,,,,28.0
4517,23.8,22.6,22.6,22.9,21.3,986.5,987.1,999.9,1005.4,998.8,1006.4,1006.8,1005.9,1006.8,1006.9,1.4,2.6,3.0,1.6,0.7,200.5,236.3,303.5,291.9,300.8,62.8,61.2,72.2,73.7,62.4,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,2.19,,,,,,,,,,,,,,,,,,,29.0
4518,23.3,22.7,22.6,22.8,21.9,986.3,986.8,999.7,1005.2,998.7,1006.2,1006.4,1005.7,1006.7,1006.7,0.4,1.2,2.4,1.6,1.3,233.5,255.0,119.6,229.1,255.2,62.8,61.3,70.4,72.7,61.5,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,2.44,,,,,,,,,,,,,,,,,,,30.0
4519,24.3,22.8,23.1,23.2,22.8,986.2,986.7,999.7,1005.2,998.7,1006.2,1006.2,1005.5,1006.7,1006.7,0.8,2.2,1.5,1.2,2.0,204.3,357.4,64.2,224.4,319.9,63.5,59.6,68.0,71.6,60.8,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,2.72,,,,,,,,,,,,,,,,,,,31.5
4520,23.8,23.3,23.0,23.8,22.6,986.1,986.6,999.4,1005.0,998.5,1005.9,1006.1,1005.4,1006.5,1006.5,1.3,0.4,2.6,0.0,0.6,176.0,199.3,198.9,0.0,351.6,60.8,61.8,62.8,69.2,60.1,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,3.03,,,,,,,,,,,,,,,,,,,30.5
4521,23.8,23.6,23.8,24.1,22.4,986.0,986.4,999.1,1005.0,998.3,1005.6,1006.0,1005.2,1006.3,1006.5,2.2,1.1,3.1,0.0,1.3,181.3,251.2,139.6,0.0,285.1,59.4,61.5,62.8,68.9,58.8,0.0,0.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0,3.33,,,,,,,,,,,,,,,,,,,30.0
4522,24.4,23.3,24.1,23.6,23.5,985.9,986.3,999.2,1004.6,998.2,1005.7,1005.7,1005.2,1006.2,1006.1,0.6,1.0,1.5,0.0,5.5,230.6,224.4,87.2,0.0,355.6,60.8,59.2,62.1,69.0,56.8,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,3.61,,,,,,,,,,,,,,,,,,,32.0
4523,23.8,23.7,24.1,24.1,23.5,985.9,986.3,999.4,1004.9,998.2,1005.9,1005.7,1005.1,1006.2,1006.4,1.2,1.4,2.4,0.0,2.0,208.0,188.3,255.5,0.0,352.4,59.5,61.4,59.5,67.4,57.3,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,4.12,,,,,,,,,,,,,,,,,,,34.5
4524,23.5,24.1,24.3,25.1,23.2,985.7,986.3,999.4,1004.9,998.2,1005.9,1005.8,1005.0,1006.1,1006.4,0.4,0.5,1.3,1.1,1.3,237.3,351.5,10.1,11.5,257.8,56.4,60.3,60.8,67.8,56.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,4.62,,,,,,,,,,,,,,,,,,,34.5
4525,24.2,24.0,23.8,24.7,23.9,985.9,986.2,999.3,1004.8,998.2,1005.8,1005.6,1005.2,1006.1,1006.3,2.5,1.9,2.3,0.2,1.3,214.1,289.3,45.2,278.1,286.1,58.1,59.1,59.0,67.4,59.2,0.0,0.0,0.0,0.0,0.0,4.67,0.0,0.0,0.0,4.92,,,,,,,,,,,,,,,,,,,33.5
4526,25.2,24.5,24.2,24.5,24.0,985.9,986.2,999.3,1004.9,998.2,1005.8,1005.6,1005.1,1006.1,1006.4,1.1,1.8,2.3,1.5,2.5,164.2,211.1,306.0,293.1,297.8,57.7,53.6,58.6,66.5,59.1,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,5.5,,,,,,,,,,,,,,,,,,,32.5
4527,24.0,24.7,24.5,25.4,25.5,985.9,986.2,999.4,1004.9,998.2,1005.9,1005.6,1005.2,1006.1,1006.4,1.0,1.2,2.2,1.0,0.4,157.8,232.0,323.6,234.4,23.3,54.7,57.9,56.0,64.1,57.6,0.0,0.0,0.0,0.0,0.0,5.34,0.0,0.0,0.0,6.01,,,,,,,,,,,,,,,,,,,32.5
4528,24.3,24.5,24.3,25.2,24.9,985.8,986.2,999.5,1004.9,998.3,1006.0,1005.7,1005.1,1006.2,1006.4,0.8,1.2,2.3,2.1,0.8,219.6,341.1,87.7,35.4,341.9,56.2,58.1,58.4,62.7,57.0,0.0,0.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,6.51,,,,,,,,,,,,,,,,,,,34.0
4529,24.6,25.0,24.4,25.8,24.7,985.8,986.2,999.4,1004.9,998.3,1005.9,1005.7,1005.0,1006.3,1006.4,2.8,1.9,1.8,1.2,2.2,155.9,266.6,345.5,28.8,236.0,55.9,57.8,56.3,63.1,59.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,7.1,,,,,,,,,,,,,,,,,,,35.0
4530,24.5,25.1,24.5,26.3,25.4,985.8,986.2,999.5,1005.0,998.2,1006.0,1005.6,1005.0,1006.2,1006.5,1.9,1.7,3.4,2.3,2.4,195.9,309.6,290.9,349.3,316.2,53.4,56.7,54.7,61.1,58.7,0.0,0.0,0.0,0.0,0.0,6.21,0.0,0.0,0.0,7.7,,,,,,,,,,,,,,,,,,,37.0
4531,25.3,25.3,25.3,25.9,25.5,985.8,986.1,999.5,1005.0,998.3,1006.0,1005.5,1005.0,1006.3,1006.5,2.3,2.3,2.1,2.2,2.6,224.0,281.1,307.5,325.0,11.3,55.1,57.5,55.5,60.9,56.9,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,8.32,,,,,,,,,,,,,,,,,,,37.5
4532,24.9,25.5,25.9,26.4,25.4,985.8,986.0,999.5,1005.0,998.3,1006.0,1005.4,1005.0,1006.3,1006.5,2.6,2.5,2.5,1.2,2.1,168.3,281.3,335.1,348.1,2.9,54.8,57.2,55.6,60.1,53.9,0.0,0.0,0.0,0.0,0.0,7.23,0.0,0.0,0.0,8.85,,,,,,,,,,,,,,,,,,,38.5
