wd1,wd2,wd3,wd4,wd5
103.0,181.2,226.9,266.2,245.8
148.0,161.8,222.1,292.8,255.1
90.6,175.3,235.1,240.1,262.1
136.1,157.1,285.4,287.9,249.6
121.2,124.4,218.8,243.0,254.4
91.0,123.8,228.9,251.0,258.2
62.8,128.3,220.5,269.8,230.3
205.3,127.0,228.2,267.1,256.9
141.1,124.7,281.2,283.9,263.6
87.0,119.2,266.5,222.8,252.3
153.5,140.1,269.0,292.1,243.0
100.7,164.1,268.6,290.5,249.9
123.6,150.2,281.1,268.7,240.2
106.5,139.8,205.1,270.3,236.6
160.4,140.2,197.5,249.8,247.1
197.0,139.9,76.9,272.1,258.0
199.7,141.7,154.8,295.7,242.5
87.5,146.2,180.9,214.5,265.6
106.0,122.4,198.5,192.4,238.2
73.9,212.1,286.6,260.1,239.3
26.9,99.5,286.9,280.8,245.7
66.3,154.0,214.8,277.4,245.2
136.4,166.0,223.4,272.3,238.8
232.0,203.2,232.4,271.8,243.7
211.3,153.8,252.9,276.5,252.2
235.8,133.0,235.5,251.7,273.9
70.2,115.9,283.2,268.5,5.1
43.6,208.8,224.4,272.4,248.2
64.4,114.7,314.9,222.9,248.6
69.0,188.7,270.4,223.6,236.7
81.7,207.5,290.1,257.6,225.4
158.7,132.1,275.9,241.4,239.0
131.7,167.4,262.6,268.3,242.7
159.2,226.8,225.1,296.9,253.8
161.4,234.8,217.3,310.7,257.8
108.0,219.9,283.0,311.1,260.9
151.4,230.0,234.4,0.0,253.8
124.9,240.4,248.0,283.8,285.7
281.9,235.0,246.0,0.0,250.9
225.9,243.5,305.2,286.6,247.8
208.4,233.5,48.7,290.5,281.5
223.9,233.7,60.1,278.6,284.0
179.0,191.0,18.6,286.7,261.8
183.3,236.0,56.5,0.0,257.5
191.7,202.4,73.4,0.0,233.6
177.7,240.1,71.1,0.0,174.2
215.2,255.0,47.3,0.0,198.7
155.1,180.0,0.0,0.0,182.8
273.4,0.0,295.9,0.0,194.4
283.6,64.7,209.7,0.0,210.8
273.5,0.0,66.6,204.3,212.7
307.1,0.0,0.0,0.0,194.2
318.4,0.0,24.7,158.1,181.4
53.5,0.0,321.0,152.4,183.4
54.4,0.0,4.3,167.0,179.2
39.0,209.8,337.4,113.5,176.5
27.3,178.1,345.1,121.9,193.5
48.2,191.8,354.7,158.1,139.5
0.0,188.1,0.0,84.0,144.5
9.2,214.3,291.4,118.6,171.8
354.2,0.0,353.5,100.2,199.0
55.5,188.7,7.9,0.0,216.5
16.7,196.1,0.0,0.0,160.8
0.0,178.8,117.4,119.2,175.7
302.0,187.8,0.0,140.5,175.4
23.6,182.6,59.5,118.5,141.5
0.0,178.6,0.0,113.1,151.0
31.5,184.9,0.0,103.5,147.2
0.0,155.3,0.0,97.7,191.4
356.9,164.6,161.1,118.2,207.7
0.0,168.2,146.1,140.5,213.4
335.5,165.4,0.0,164.2,211.9
344.1,153.7,142.3,117.4,149.0
289.3,150.5,14.0,0.0,145.0
0.0,148.7,0.0,0.0,196.2
269.4,172.0,0.0,0.0,214.6
22.5,161.9,341.4,121.5,170.9
42.5,142.4,0.0,162.9,192.0
0.0,171.5,149.1,0.0,226.0
293.2,137.8,131.0,243.2,313.2
0.0,0.0,0.0,267.2,252.3
0.0,127.4,235.9,0.0,344.6
0.0,115.3,0.0,203.4,317.2
235.9,133.1,0.0,156.3,311.0
218.1,143.0,0.0,0.0,244.1
220.2,0.0,0.0,102.3,254.3
231.9,0.0,157.0,93.4,257.9
253.1,0.0,0.0,107.4,263.4
192.3,0.0,32.6,108.5,227.8
185.3,280.8,15.7,109.8,251.8
295.1,354.3,13.1,0.0,188.8
78.0,314.0,22.2,10.4,207.6
85.0,194.9,329.1,105.3,225.2
356.2,52.4,154.1,120.8,211.0
24.4,185.5,172.0,0.0,169.4
51.7,119.9,205.6,122.0,241.8
72.7,150.1,202.9,163.0,188.2
54.1,117.5,219.2,153.7,238.3
295.9,138.0,217.2,164.5,254.2
170.5,112.3,226.0,325.4,251.2
132.1,119.1,213.6,225.1,230.7
182.6,206.9,289.4,296.5,264.5
209.2,244.5,214.8,289.3,273.8
91.3,190.5,303.4,16.9,213.0
126.2,237.4,294.1,313.1,248.3
146.5,112.1,211.2,356.7,249.6
130.6,0.0,226.4,222.8,194.4
104.3,138.9,189.0,272.0,234.5
98.2,113.9,300.6,16.5,259.3
212.1,197.0,228.0,273.8,269.5
150.0,107.9,278.0,242.5,241.8
73.0,131.9,220.4,211.8,176.8
91.3,134.3,253.2,240.2,212.5
125.2,168.4,222.8,274.3,238.0
113.8,110.1,212.0,264.3,258.0
140.9,105.6,219.6,156.9,257.3
136.7,127.2,218.2,261.0,246.7
151.0,123.6,277.9,310.0,235.6
81.5,142.0,222.7,43.5,269.3
160.3,99.3,226.8,206.9,244.7
95.4,117.6,216.0,225.0,198.7
131.1,226.6,214.4,200.4,249.7
187.3,215.6,206.3,200.4,213.0
178.6,190.2,206.3,233.5,284.0
208.0,201.2,223.0,229.1,295.5
207.6,139.4,234.8,3.5,253.5
171.8,217.5,214.2,291.8,238.6
119.8,239.1,220.1,255.3,231.5
155.1,158.9,217.0,285.4,320.2
150.6,112.8,222.3,7.1,208.1
113.6,137.3,280.8,293.5,274.4
149.0,162.1,217.7,291.3,320.1
194.0,120.9,244.2,266.2,186.3
159.5,182.9,216.3,262.8,275.8
92.1,124.7,231.6,296.2,275.0
174.7,142.2,233.5,251.7,275.1
127.8,170.1,222.4,280.5,287.9
200.9,146.5,237.1,312.7,252.6
115.4,172.9,303.3,299.7,253.1
140.1,136.4,282.6,296.1,268.8
170.6,93.1,251.6,295.4,326.0
158.9,193.0,217.0,260.9,292.3
178.9,4.4,225.5,272.1,298.8
195.5,206.9,240.7,258.9,340.0
140.6,185.4,272.3,255.3,300.4
153.5,274.9,271.9,278.6,309.1
168.5,154.3,289.1,265.4,295.2
190.7,195.6,239.0,268.6,271.7
200.6,210.2,279.6,265.3,292.7
181.4,227.5,280.8,254.6,281.8
167.3,250.1,223.6,290.7,292.6
210.1,277.9,285.0,267.4,299.1
206.8,206.2,232.7,257.4,269.5
162.4,251.7,248.7,263.8,328.7
176.2,198.3,296.4,266.0,307.0
190.7,232.1,281.9,262.7,295.9
198.8,239.4,292.2,257.4,315.2
205.1,238.3,270.8,264.4,306.8
197.3,249.1,274.7,268.5,310.5
181.3,233.5,278.7,273.9,300.7
202.9,234.7,279.5,250.9,284.3
197.8,211.0,291.7,262.4,274.1
199.1,245.0,283.2,289.8,296.4
195.6,242.5,275.6,269.8,290.0
183.9,241.0,288.5,280.4,286.4
189.9,262.5,276.9,256.5,272.7
178.3,238.1,274.6,278.4,270.5
180.5,230.1,306.7,293.1,268.2
197.6,225.3,297.8,290.8,254.8
147.8,260.5,340.0,279.5,268.9
161.1,0.0,334.1,0.0,235.0
164.5,288.6,29.9,0.0,289.6
166.0,0.0,60.8,0.0,214.8
201.4,269.5,344.5,0.0,232.1
186.7,256.9,34.1,0.0,252.6
195.1,268.1,29.7,0.0,221.9
198.1,261.9,318.8,0.0,188.0
261.6,260.0,352.7,0.0,199.3
212.6,273.6,316.4,0.0,246.7
211.5,269.0,0.0,0.0,229.9
214.9,245.5,149.9,0.0,263.2
198.6,268.7,31.4,0.0,265.0
212.7,247.9,48.2,0.0,208.2
260.7,243.8,0.0,0.0,245.8
224.7,194.1,0.0,0.0,259.9
180.1,226.1,0.0,0.0,234.4
331.3,182.7,0.0,0.0,252.1
315.9,175.7,0.0,0.0,250.3
355.5,166.6,0.0,0.0,259.5
342.9,195.3,0.0,0.0,254.2
254.5,174.2,0.0,0.0,214.3
357.5,176.2,0.0,0.0,261.5
334.4,184.9,0.0,0.0,255.3
2.3,145.4,0.0,0.0,257.3
17.4,206.0,291.6,0.0,249.9
349.9,174.4,0.0,0.0,260.9
14.3,142.0,0.0,0.0,243.8
31.7,156.3,167.7,0.0,254.3
64.7,131.3,236.8,0.0,258.8
336.4,152.4,0.0,0.0,266.2
249.3,140.2,134.2,0.0,244.8
237.1,127.3,95.7,0.0,248.3
237.8,153.4,269.9,0.0,276.6
0.0,147.7,0.0,0.0,154.2
0.0,148.7,0.0,0.0,229.5
0.0,151.7,193.0,0.0,211.2
269.9,142.6,136.3,0.0,238.6
281.0,141.0,145.6,0.0,231.0
233.5,130.0,0.0,0.0,207.2
117.5,129.2,38.7,0.0,208.0
279.4,158.7,101.5,0.0,143.1
0.0,148.5,0.0,0.0,129.0
221.9,149.0,0.0,0.0,137.4
167.6,141.8,22.5,0.0,138.0
0.0,136.5,0.0,0.0,135.8
181.9,132.1,0.0,0.0,152.2
219.4,102.6,260.1,0.0,149.4
0.0,142.8,358.9,0.0,146.4
0.0,0.0,323.2,0.0,146.4
0.0,123.3,348.1,0.0,134.6
0.0,273.0,140.2,294.3,134.7
0.0,0.0,182.4,0.0,139.6
229.0,260.5,247.2,0.0,136.0
216.1,275.0,261.3,264.9,124.9
0.0,252.4,293.1,0.0,147.1
312.0,260.6,0.0,0.0,154.9
257.2,243.2,0.0,231.7,157.8
212.0,241.3,20.2,0.0,185.1
244.6,269.8,54.1,0.0,111.4
202.2,281.6,276.7,130.5,105.8
176.9,178.3,0.0,0.0,26.3
264.6,331.7,303.8,138.8,346.7
100.7,271.7,0.0,0.0,331.0
248.2,0.0,254.9,73.5,316.1
45.1,223.0,173.1,104.9,356.2
50.1,131.3,190.7,191.0,127.5
19.8,21.6,281.2,106.4,276.6
144.5,306.3,279.0,95.3,295.4
186.0,301.1,281.4,0.0,18.7
25.0,113.7,0.0,103.0,19.2
78.5,150.0,264.7,0.0,297.0
109.2,78.2,270.4,210.2,295.6
79.1,140.2,301.7,170.2,296.2
110.8,185.1,319.7,0.0,257.1
116.7,194.4,318.3,10.3,314.1
97.3,162.4,181.6,0.0,306.6
30.1,106.0,128.6,0.0,288.3
199.3,87.7,140.9,308.2,256.2
209.8,220.4,209.9,18.8,241.8
29.9,257.9,130.1,316.6,229.6
141.0,256.5,197.7,81.5,241.9
26.2,277.4,191.0,6.4,207.8
167.6,280.4,167.8,4.6,224.2
73.6,288.4,137.3,202.9,210.6
180.3,285.8,268.3,290.7,355.9
186.4,285.5,245.5,7.5,279.3
219.2,358.4,248.6,346.3,245.6
296.2,307.6,291.5,318.0,282.2
129.5,270.9,247.2,36.1,241.4
135.6,298.6,206.7,291.1,348.0
120.9,295.3,315.0,148.7,163.7
192.0,197.8,184.8,359.9,150.6
228.8,230.2,280.3,346.5,285.8
176.3,136.0,201.1,10.9,153.3
160.8,135.9,246.0,343.5,257.3
158.5,100.8,311.3,341.6,223.5
170.9,97.6,165.4,305.9,200.1
161.1,131.3,297.2,304.2,278.4
256.7,285.8,203.0,353.7,283.0
151.5,146.7,218.3,328.0,276.1
154.3,183.2,226.5,345.6,291.8
140.5,103.7,175.8,339.3,277.2
124.0,110.8,286.3,28.4,264.3
114.4,110.3,203.4,246.7,196.5
152.8,123.0,250.3,219.0,266.6
169.7,110.7,124.7,358.0,260.0
182.1,309.0,130.6,340.9,255.4
186.7,300.2,134.2,252.1,244.3
221.2,235.7,205.3,308.5,275.3
120.6,305.6,224.9,298.5,64.3
176.9,131.5,103.2,298.0,258.4
160.3,3.2,323.1,256.0,282.6
167.4,228.1,214.3,329.2,216.6
186.9,257.0,212.2,346.5,278.2
209.2,257.9,241.0,284.3,211.9
178.5,202.7,211.7,296.9,257.2
181.8,260.2,280.2,278.7,258.4
196.5,244.9,265.5,256.6,263.9
132.6,246.2,232.5,284.1,223.5
168.2,274.0,249.1,290.6,236.3
197.4,0.0,241.3,263.3,340.4
202.9,271.5,262.4,262.4,190.3
205.4,272.8,234.3,281.2,262.2
229.9,270.1,222.1,289.2,291.0
205.1,264.4,263.9,288.7,243.4
183.5,287.8,238.3,276.9,257.2
231.0,221.2,264.7,300.9,252.7
234.1,264.6,266.2,289.0,245.2
211.3,188.6,253.1,299.8,280.2
228.5,205.3,248.0,299.3,237.7
283.8,265.3,277.8,324.1,250.1
286.5,266.1,288.6,308.4,247.8
320.3,245.8,265.0,293.3,254.8
319.0,267.0,220.8,290.7,250.6
230.1,274.3,233.2,260.0,245.6
293.6,276.7,257.9,258.2,252.2
0.0,267.4,251.4,266.7,263.0
244.8,253.8,257.3,283.3,242.9
215.4,262.0,232.6,282.2,263.1
227.1,0.0,0.0,283.2,266.4
232.4,253.2,0.0,0.0,264.3
238.8,0.0,258.2,0.0,248.9
203.3,252.2,0.0,0.0,264.3
244.8,225.1,0.0,0.0,263.4
254.3,172.0,44.9,0.0,314.0
252.3,243.1,0.0,0.0,289.4
262.0,239.2,0.0,0.0,6.4
266.6,203.6,0.0,0.0,289.1
212.8,239.0,44.1,0.0,347.5
165.4,241.4,0.0,0.0,11.2
243.9,227.5,0.0,0.0,1.0
245.8,198.2,48.0,0.0,331.5
171.9,273.5,259.8,0.0,324.2
247.8,268.6,144.4,0.0,64.8
0.0,273.3,309.5,0.0,350.8
0.0,243.7,34.3,0.0,0.0
0.0,250.3,0.0,0.0,0.0
0.0,228.8,283.2,0.0,261.3
344.7,175.6,0.0,0.0,0.0
333.8,179.1,190.6,0.0,0.0
315.6,190.4,297.5,0.0,246.0
303.2,221.0,0.0,0.0,145.3
0.0,255.3,0.0,0.0,244.4
257.6,240.6,0.0,0.0,178.2
155.8,249.5,0.0,0.0,133.1
153.2,261.2,0.0,0.0,168.1
220.4,249.5,0.0,0.0,131.6
207.0,246.5,0.0,0.0,166.1
0.0,253.4,0.0,0.0,187.0
245.1,255.7,237.1,0.0,253.3
277.7,265.3,0.0,0.0,252.3
0.0,0.0,104.1,0.0,178.7
218.2,0.0,114.6,0.0,0.0
194.2,259.4,285.9,0.0,0.0
280.8,264.1,266.9,0.0,150.1
286.6,0.0,0.0,0.0,140.8
229.2,0.0,0.0,0.0,147.9
218.3,0.0,0.0,0.0,181.3
217.9,244.7,65.1,0.0,178.5
255.8,245.6,95.2,0.0,0.0
246.7,245.6,0.0,0.0,282.9
219.6,240.2,68.9,0.0,0.0
190.2,225.5,0.0,0.0,297.5
306.4,250.5,0.0,0.0,328.8
0.0,218.7,249.1,0.0,353.8
0.0,247.2,0.0,306.5,327.3
6.3,255.9,0.0,282.6,331.2
351.4,260.5,0.0,276.5,336.1
203.3,0.0,280.0,0.0,23.1
244.2,0.0,0.0,0.0,62.7
237.3,0.0,0.0,0.0,109.2
265.3,0.0,126.4,0.0,0.0
195.1,0.0,256.0,0.0,0.0
226.8,0.0,277.7,0.0,0.0
170.4,0.0,159.6,0.0,137.6
120.2,0.0,3.3,0.0,175.7
23.8,252.2,24.0,0.0,175.6
23.4,184.5,133.6,0.0,178.8
11.4,0.0,134.5,0.0,156.3
349.0,0.0,144.1,0.0,162.9
347.3,0.0,0.0,0.0,120.9
0.0,0.0,217.7,293.2,125.8
225.6,218.3,0.0,273.5,127.7
276.2,208.2,326.2,285.8,329.0
327.8,0.0,343.8,127.3,316.2
0.0,79.4,2.6,0.0,302.2
107.3,202.6,0.0,0.5,240.5
268.5,278.5,247.9,71.6,266.4
28.1,271.8,350.6,101.2,184.9
86.3,0.0,181.1,163.8,239.4
35.5,111.4,160.3,182.5,302.0
50.9,74.0,174.4,139.9,259.6
102.9,114.9,170.8,45.0,298.3
132.5,6.2,258.6,355.9,106.6
168.6,132.9,146.5,95.9,165.3
92.1,89.4,244.8,223.5,210.0
60.5,102.7,230.8,29.1,249.3
33.4,197.9,235.4,22.3,308.6
29.3,49.2,146.2,56.1,184.1
310.9,320.8,255.2,162.8,201.3
50.5,358.1,183.1,270.5,156.9
246.6,37.0,325.8,76.7,247.7
203.9,26.4,210.3,261.7,166.0
230.5,71.1,284.9,347.0,216.6
205.7,100.6,142.1,327.1,234.7
322.8,267.2,246.6,0.0,186.9
330.9,252.4,72.5,313.8,311.2
211.6,97.7,284.6,358.7,195.5
349.1,205.4,322.7,327.6,295.5
34.6,219.7,280.7,268.2,324.2
30.0,354.0,215.9,274.6,311.0
338.7,75.4,232.2,309.3,60.8
344.6,190.4,209.2,276.8,290.0
95.8,295.8,30.1,303.3,54.1
130.2,139.0,218.2,19.4,245.6
154.6,176.7,209.7,353.7,239.9
161.2,163.4,281.7,11.1,260.8
162.3,253.5,208.0,300.8,303.1
197.9,325.3,128.4,353.3,124.6
308.2,275.5,241.9,319.1,285.7
173.7,285.8,289.3,334.3,283.6
77.4,350.1,252.9,50.6,314.3
232.6,269.4,208.3,281.0,244.5
176.2,271.0,219.2,256.6,52.8
137.9,283.3,182.3,1.5,123.0
160.3,264.6,183.3,278.6,312.3
149.2,316.6,218.7,280.6,265.3
183.4,261.4,278.8,313.4,307.4
142.4,325.2,256.2,265.3,274.1
171.3,262.2,10.9,325.5,284.5
162.3,263.8,49.8,292.8,310.8
164.0,233.2,238.1,346.1,286.7
158.4,222.4,315.1,240.7,355.2
193.7,211.9,160.5,256.7,299.1
176.5,178.2,112.6,294.2,279.2
185.6,162.6,222.1,223.7,307.0
209.4,225.8,219.3,283.9,260.9
239.2,187.7,220.0,271.6,297.4
213.3,258.2,273.7,325.2,332.4
206.9,210.8,291.1,232.0,1.5
172.9,212.1,324.8,301.2,266.8
192.9,248.4,343.3,265.2,345.1
187.5,0.0,308.9,244.3,299.8
178.3,255.8,296.4,289.7,288.9
141.5,267.8,328.1,301.9,342.4
208.5,226.3,324.1,268.9,8.1
198.3,203.9,338.0,276.1,316.2
172.8,267.4,344.1,261.7,333.9
179.6,288.1,339.5,267.7,336.6
168.3,300.0,299.1,288.8,296.1
204.8,300.1,316.3,295.2,340.5
199.6,296.5,289.4,285.0,309.6
188.6,306.9,287.4,257.8,287.7
185.0,297.4,277.8,281.1,300.6
188.5,279.7,310.7,263.8,320.8
194.1,291.4,304.3,269.9,336.0
206.0,272.0,315.5,253.0,324.9
247.0,279.3,327.0,247.3,316.9
288.8,269.4,331.0,256.1,350.5
336.6,271.0,315.9,0.0,311.3
239.2,253.8,342.2,251.9,320.7
226.4,266.1,357.3,296.4,331.6
0.0,0.0,350.0,296.2,329.0
219.3,0.0,324.6,310.3,331.1
199.5,242.4,318.7,309.0,313.4
234.7,0.0,331.9,300.6,348.1
262.1,254.4,357.7,316.1,281.0
0.0,267.5,0.0,313.5,310.8
340.9,257.7,92.4,274.8,337.8
18.7,288.0,72.6,282.9,301.4
263.9,356.9,0.0,269.0,322.2
237.1,319.3,282.9,253.6,291.7
351.8,336.5,0.0,0.0,42.9
9.9,354.2,66.5,0.0,334.0
354.5,331.2,239.2,0.0,337.6
306.0,295.6,0.0,0.0,346.4
237.1,268.6,0.0,0.0,341.2
283.8,266.4,0.0,0.0,304.8
0.0,267.3,0.0,0.0,335.2
250.1,256.0,0.0,0.0,321.9
218.5,260.3,0.0,0.0,296.9
181.5,248.6,0.0,0.0,333.5
195.0,224.6,136.8,0.0,290.3
0.0,231.0,265.8,0.0,271.9
240.5,249.9,0.0,0.0,272.1
257.2,258.5,0.0,0.0,282.0
227.4,257.3,0.0,0.0,255.3
234.8,241.7,0.0,0.0,0.0
181.2,241.6,0.0,0.0,266.3
350.8,239.8,294.2,0.0,0.0
0.0,240.9,0.0,0.0,326.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,279.0
330.5,264.5,0.0,0.0,289.0
267.7,250.3,0.0,0.0,219.4
235.5,0.0,317.2,0.0,0.0
272.4,158.1,0.0,0.0,176.1
229.5,158.5,111.4,0.0,194.0
225.8,0.0,0.0,0.0,255.0
0.0,0.0,0.0,234.0,240.8
0.0,252.5,286.2,233.8,197.9
297.6,259.6,0.0,274.1,154.8
255.8,255.4,0.0,0.0,132.9
189.6,249.7,0.0,299.0,163.1
346.0,238.7,241.1,322.0,249.9
259.0,258.5,238.5,280.1,254.9
216.7,261.1,0.0,279.6,258.7
219.8,247.7,294.9,0.0,324.0
180.1,261.8,0.0,0.0,329.2
17.7,241.7,172.6,248.7,332.8
311.6,256.5,0.0,0.0,353.1
0.0,257.8,0.0,0.0,332.7
0.0,252.3,250.3,0.0,0.0
244.8,0.0,0.0,0.0,63.8
224.9,0.0,293.8,237.0,158.1
270.7,0.0,157.3,0.0,343.9
0.0,265.5,0.0,0.0,353.6
189.6,246.0,0.0,0.0,300.7
274.7,266.4,0.0,0.0,301.9
194.8,212.6,0.0,0.0,324.7
220.3,239.1,296.9,0.0,0.0
18.2,0.0,272.8,287.6,0.0
0.0,185.8,158.2,0.0,327.2
232.1,206.5,157.3,0.0,238.2
243.5,262.2,0.0,0.0,261.3
232.8,251.5,0.0,0.0,282.9
244.1,255.9,158.1,162.0,271.5
246.3,200.8,177.6,0.0,283.4
249.3,277.1,226.0,0.0,282.8
237.0,274.5,175.8,0.0,286.7
216.0,311.6,306.2,0.0,306.1
223.3,270.0,303.0,139.5,302.1
195.4,343.5,175.9,0.0,339.7
217.9,192.1,136.9,0.0,343.0
254.8,67.2,216.4,138.3,64.9
184.6,355.6,249.8,167.8,301.4
51.0,242.5,174.4,185.2,318.5
51.1,249.9,257.0,0.0,246.3
47.7,37.5,257.8,83.9,195.1
41.4,23.7,150.8,354.8,165.6
28.0,23.7,222.8,61.0,246.0
56.7,144.2,148.9,61.3,251.1
50.3,331.1,137.8,42.7,213.1
97.6,355.0,87.3,3.2,184.4
66.1,83.4,195.1,0.0,180.0
78.3,124.1,165.4,164.2,200.5
30.7,19.2,150.0,110.2,82.9
159.1,344.8,161.3,165.0,115.8
98.9,105.5,232.4,64.1,204.2
339.2,153.9,221.1,0.0,345.2
199.1,354.7,263.2,105.4,305.0
181.0,228.7,252.0,188.5,265.8
191.3,30.5,98.0,165.2,338.1
221.9,276.5,245.8,92.1,332.5
211.1,267.8,282.2,272.1,304.9
175.5,113.4,216.2,295.5,339.7
177.8,284.1,182.2,0.0,322.7
215.5,284.3,195.2,47.2,28.5
127.0,224.2,207.8,171.4,70.6
309.7,192.2,223.6,12.6,246.8
220.4,271.4,314.7,276.6,278.9
325.6,292.0,337.9,282.9,292.7
167.3,344.1,290.8,65.2,341.4
248.8,286.5,326.8,268.4,305.3
242.1,242.8,318.6,285.8,337.7
227.8,254.8,272.3,23.3,344.4
164.6,254.9,328.4,284.7,287.3
203.4,287.5,290.7,268.6,247.9
201.2,260.1,317.6,242.8,334.8
201.8,236.6,304.1,276.9,289.5
186.3,263.2,282.0,299.3,314.8
212.7,282.6,280.7,292.6,298.3
202.6,314.0,336.9,356.5,332.4
200.5,292.9,185.7,272.8,319.5
192.0,324.1,337.4,21.9,329.8
189.9,296.8,260.8,285.2,332.4
202.5,305.6,77.6,265.9,326.5
189.1,274.0,272.6,322.7,29.5
212.8,347.3,263.3,327.8,75.8
207.0,299.3,244.3,18.6,225.8
200.7,348.6,194.9,334.0,339.1
190.6,179.5,218.0,281.0,63.9
192.4,237.6,205.8,347.0,299.0
95.6,195.1,86.0,0.0,197.8
160.3,232.5,202.2,312.8,135.6
62.7,58.6,144.4,49.1,178.3
96.6,89.1,150.0,88.7,196.7
42.6,2.7,175.7,0.0,178.8
61.3,47.8,186.3,27.4,186.3
44.6,95.7,214.9,308.6,172.5
32.0,124.9,197.5,110.3,152.6
49.6,99.8,187.0,150.7,178.1
58.8,167.4,198.0,182.2,208.0
47.2,142.9,231.7,149.1,248.6
27.4,166.0,228.0,119.6,226.2
68.4,139.9,251.3,213.7,176.2
55.0,147.8,230.0,183.6,168.4
18.5,187.8,238.6,0.0,164.8
347.5,152.7,227.7,245.4,198.0
3.6,137.2,227.5,262.9,179.3
7.0,183.3,354.3,249.2,200.7
349.2,210.0,315.8,0.0,253.0
17.2,212.4,184.7,290.9,241.6
203.0,247.5,257.2,287.3,261.9
207.7,250.4,278.9,285.7,280.4
235.1,157.5,247.8,280.6,283.2
228.4,202.6,228.0,20.5,283.1
188.4,216.5,252.1,270.8,265.4
243.7,200.0,233.7,331.2,225.9
245.2,273.3,232.9,286.3,227.5
232.5,269.4,250.0,270.9,239.8
230.1,0.0,225.6,0.0,228.7
222.1,180.3,307.0,0.0,251.0
221.7,0.0,218.8,0.0,244.5
208.1,137.1,215.7,0.0,228.1
277.9,146.0,300.7,258.9,239.3
323.7,145.7,220.7,242.9,0.0
267.0,146.1,0.0,0.0,215.8
256.2,147.1,0.0,286.8,273.9
232.3,102.3,341.0,328.8,314.4
177.6,122.9,0.0,327.0,273.5
0.0,130.4,0.0,310.8,251.4
172.0,130.1,325.3,0.0,248.4
327.7,162.4,0.0,345.4,245.4
332.9,140.7,0.0,282.5,221.6
234.4,122.6,74.6,325.1,218.5
247.3,148.8,0.0,0.0,242.2
173.9,127.7,0.0,0.0,248.7
0.0,124.8,0.0,88.1,209.3
229.7,124.5,0.0,0.0,184.4
198.2,142.0,145.6,102.5,263.7
0.0,134.8,60.5,0.0,269.3
248.8,145.9,56.5,259.1,269.7
241.3,160.7,115.3,216.3,260.8
217.6,142.1,58.5,189.3,267.8
252.6,141.9,13.2,234.1,277.5
0.0,156.6,0.0,300.6,272.8
238.6,189.6,0.0,298.5,268.2
0.0,188.6,0.0,309.9,256.2
0.0,191.7,0.0,0.0,226.0
247.4,240.6,0.0,279.7,258.7
262.0,202.4,0.0,0.0,188.8
0.0,212.1,0.0,287.1,0.0
0.0,155.5,0.0,280.0,250.9
234.2,187.6,286.2,266.6,217.1
222.6,209.2,312.6,239.9,273.0
209.1,244.3,0.0,0.0,299.4
0.0,260.5,0.0,0.0,222.9
211.4,257.3,174.1,289.7,235.1
180.1,249.0,0.0,321.4,263.2
198.4,256.3,0.0,0.0,267.1
224.1,259.2,183.8,271.6,236.7
233.6,249.3,0.0,262.9,316.3
240.9,253.6,128.6,0.0,227.1
263.9,249.2,306.8,0.0,288.7
221.7,263.4,279.8,0.0,266.0
216.2,0.0,125.3,0.0,0.0
0.0,0.0,265.9,0.0,237.3
217.0,148.8,113.2,0.0,0.0
338.7,169.3,310.8,0.0,168.0
354.9,271.1,0.0,0.0,248.3
316.5,199.4,279.7,0.0,159.6
219.4,257.2,0.0,0.0,174.7
234.0,252.0,0.0,0.0,258.4
228.6,267.0,0.0,287.3,241.8
0.0,254.2,0.0,292.3,0.0
230.5,239.1,0.0,273.0,171.9
0.0,239.2,172.0,291.9,153.5
43.8,183.7,324.4,0.0,142.0
41.5,149.4,331.1,0.0,314.5
31.7,254.1,198.8,0.0,338.8
215.9,284.6,181.6,298.8,153.0
219.4,236.2,177.4,188.9,178.3
2.1,327.3,185.5,65.7,185.7
213.6,95.9,129.0,299.0,201.3
214.2,0.0,171.2,162.0,199.8
129.7,271.1,98.8,287.4,170.4
222.5,60.2,24.7,156.6,201.1
230.5,55.3,331.9,224.3,118.9
188.0,71.1,245.9,154.4,130.4
37.8,83.2,174.1,132.5,0.0
56.1,82.3,154.2,144.9,237.6
65.7,117.7,169.7,22.1,133.2
48.7,165.8,137.7,154.9,208.7
53.3,345.8,147.3,129.6,166.4
65.7,298.5,73.3,61.2,158.9
116.2,72.7,121.5,44.4,168.3
207.2,54.5,176.6,117.4,199.5
244.8,100.4,291.9,210.6,212.0
43.8,358.8,181.4,141.3,240.8
82.7,101.5,216.4,140.4,240.8
69.9,154.4,125.1,110.9,240.8
79.6,181.3,180.1,99.2,240.8
64.3,79.0,282.6,239.0,153.0
151.4,114.9,229.0,141.4,202.4
73.1,150.7,305.7,187.2,309.4
123.8,331.2,239.9,319.6,139.3
108.3,333.6,0.1,45.0,239.1
176.0,258.5,317.8,277.1,302.1
202.1,287.9,181.5,115.1,225.4
244.5,250.1,141.7,283.5,267.1
201.7,272.5,227.4,325.0,278.8
296.7,243.5,222.0,343.7,263.6
296.8,263.1,166.6,301.8,147.1
279.6,273.0,260.4,329.2,186.1
211.1,354.6,117.4,353.8,263.2
195.2,327.0,90.5,330.0,320.7
124.5,302.3,225.0,316.8,300.0
175.8,236.0,225.7,334.9,310.4
