s1,s2,s3,s4,s5
19.04,0.0,0.0,0.0,21.87
19.12,0.0,0.0,0.0,21.93
19.2,0.0,0.0,0.0,21.98
19.28,0.0,0.0,0.0,22.03
19.32,0.0,0.0,0.0,22.1
19.37,0.0,0.0,0.0,22.14
19.43,0.0,0.0,0.0,22.19
19.45,0.0,0.0,0.0,22.22
19.5,0.0,0.0,0.0,22.25
19.54,0.0,0.0,0.0,22.28
19.59,0.0,0.0,0.0,22.3
19.62,0.0,0.0,0.0,22.31
19.64,0.0,0.0,0.0,22.33
19.67,0.0,0.0,0.0,22.34
19.68,0.0,0.0,0.0,22.35
19.68,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
19.69,0.0,0.0,0.0,22.35
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.01
0.05,0.0,0.0,0.0,0.01
0.07,0.0,0.0,0.0,0.02
0.11,0.0,0.0,0.0,0.03
0.15,0.0,0.0,0.0,0.06
0.2,0.0,0.0,0.0,0.1
0.27,0.0,0.0,0.0,0.14
0.34,0.0,0.0,0.0,0.21
0.44,0.0,0.0,0.0,0.32
0.56,0.0,0.0,0.0,0.48
0.75,0.0,0.0,0.0,0.67
0.98,0.0,0.0,0.0,0.9
1.25,0.0,0.0,0.0,1.16
1.57,0.0,0.0,0.0,1.44
1.87,0.0,0.0,0.0,1.72
2.2,0.0,0.0,0.0,2.03
2.56,0.0,0.0,0.0,2.4
2.96,0.0,0.0,0.0,2.81
3.33,0.0,0.0,0.0,3.23
3.71,0.0,0.0,0.0,3.68
4.11,0.0,0.0,0.0,3.97
4.55,0.0,0.0,0.0,4.36
5.01,0.0,0.0,0.0,4.71
5.53,0.0,0.0,0.0,5.25
5.86,0.0,0.0,0.0,5.68
6.28,0.0,0.0,0.0,6.13
6.73,0.0,0.0,0.0,6.38
7.25,0.0,0.0,0.0,6.85
7.82,0.0,0.0,0.0,7.36
8.39,0.0,0.0,0.0,7.82
8.97,0.0,0.0,0.0,8.28
9.51,0.0,0.0,0.0,8.8
10.13,0.0,0.0,0.0,9.29
10.76,0.0,0.0,0.0,9.89
11.36,0.0,0.0,0.0,10.32
12.03,0.0,0.0,0.0,10.83
12.42,0.0,0.0,0.0,11.5
12.78,0.0,0.0,0.0,11.83
13.35,0.0,0.0,0.0,12.09
13.75,0.0,0.0,0.0,12.35
14.38,0.0,0.0,0.0,12.74
14.81,0.0,0.0,0.0,13.16
15.36,0.0,0.0,0.0,13.56
15.98,0.0,0.0,0.0,13.81
16.5,0.0,0.0,0.0,14.23
16.87,0.0,0.0,0.0,14.77
17.19,0.0,0.0,0.0,15.35
17.51,0.0,0.0,0.0,15.94
17.98,0.0,0.0,0.0,16.25
18.36,0.0,0.0,0.0,16.54
18.87,0.0,0.0,0.0,17.12
19.43,0.0,0.0,0.0,17.41
19.93,0.0,0.0,0.0,17.77
20.46,0.0,0.0,0.0,18.1
20.95,0.0,0.0,0.0,18.46
21.44,0.0,0.0,0.0,18.95
21.8,0.0,0.0,0.0,19.44
22.07,0.0,0.0,0.0,19.9
22.48,0.0,0.0,0.0,20.28
22.65,0.0,0.0,0.0,20.45
22.77,0.0,0.0,0.0,20.77
23.01,0.0,0.0,0.0,21.11
23.29,0.0,0.0,0.0,21.47
23.54,0.0,0.0,0.0,21.88
23.86,0.0,0.0,0.0,22.25
24.13,0.0,0.0,0.0,22.58
24.4,0.0,0.0,0.0,22.87
24.65,0.0,0.0,0.0,23.15
24.88,0.0,0.0,0.0,23.4
25.09,0.0,0.0,0.0,23.62
25.27,0.0,0.0,0.0,23.81
25.43,0.0,0.0,0.0,23.98
25.56,0.0,0.0,0.0,24.13
25.69,0.0,0.0,0.0,24.25
25.78,0.0,0.0,0.0,24.36
25.87,0.0,0.0,0.0,24.44
25.93,0.0,0.0,0.0,24.5
25.97,0.0,0.0,0.0,24.55
26.0,0.0,0.0,0.0,24.59
26.02,0.0,0.0,0.0,24.61
26.03,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
26.04,0.0,0.0,0.0,24.62
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01
0.01,0.0,0.0,0.0,0.03
0.05,0.0,0.0,0.0,0.06
0.1,0.0,0.0,0.0,0.09
0.15,0.0,0.0,0.0,0.14
0.21,0.0,0.0,0.0,0.21
0.3,0.0,0.0,0.0,0.3
0.37,0.0,0.0,0.0,0.39
0.5,0.0,0.0,0.0,0.52
0.63,0.0,0.0,0.0,0.66
0.8,0.0,0.0,0.0,0.8
0.95,0.0,0.0,0.0,0.96
1.12,0.0,0.0,0.0,1.12
1.3,0.0,0.0,0.0,1.3
1.52,0.0,0.0,0.0,1.53
1.76,0.0,0.0,0.0,1.78
2.01,0.0,0.0,0.0,2.03
2.25,0.0,0.0,0.0,2.29
2.5,0.0,0.0,0.0,2.59
2.75,0.0,0.0,0.0,2.89
3.03,0.0,0.0,0.0,3.2
3.3,0.0,0.0,0.0,3.54
3.58,0.0,0.0,0.0,3.89
3.93,0.0,0.0,0.0,4.23
4.23,0.0,0.0,0.0,4.6
4.57,0.0,0.0,0.0,5.01
4.96,0.0,0.0,0.0,5.42
5.32,0.0,0.0,0.0,5.84
5.71,0.0,0.0,0.0,6.23
6.07,0.0,0.0,0.0,6.62
6.46,0.0,0.0,0.0,7.04
6.92,0.0,0.0,0.0,7.45
7.48,0.0,0.0,0.0,7.9
8.02,0.0,0.0,0.0,8.45
8.55,0.0,0.0,0.0,9.04
9.0,0.0,0.0,0.0,9.52
9.39,0.0,0.0,0.0,10.02
9.81,0.0,0.0,0.0,10.47
10.31,0.0,0.0,0.0,10.91
10.84,0.0,0.0,0.0,11.3
11.28,0.0,0.0,0.0,11.7
11.76,0.0,0.0,0.0,12.12
12.21,0.0,0.0,0.0,12.64
12.68,0.0,0.0,0.0,13.05
13.17,0.0,0.0,0.0,13.48
13.64,0.0,0.0,0.0,13.87
14.1,0.0,0.0,0.0,14.22
14.56,0.0,0.0,0.0,14.47
14.97,0.0,0.0,0.0,14.79
15.27,0.0,0.0,0.0,15.11
15.56,0.0,0.0,0.0,15.45
15.81,0.0,0.0,0.0,15.76
16.04,0.0,0.0,0.0,16.08
16.29,0.0,0.0,0.0,16.44
16.55,0.0,0.0,0.0,16.85
16.79,0.0,0.0,0.0,17.28
17.02,0.0,0.0,0.0,17.69
17.26,0.0,0.0,0.0,18.1
17.51,0.0,0.0,0.0,18.41
17.76,0.0,0.0,0.0,18.7
17.97,0.0,0.0,0.0,18.98
18.19,0.0,0.0,0.0,19.24
18.42,0.0,0.0,0.0,19.5
18.64,0.0,0.0,0.0,19.73
18.87,0.0,0.0,0.0,19.95
19.06,0.0,0.0,0.0,20.18
19.28,0.0,0.0,0.0,20.41
19.5,0.0,0.0,0.0,20.67
19.67,0.0,0.0,0.0,20.93
19.8,0.0,0.0,0.0,21.1
19.95,0.0,0.0,0.0,21.22
20.11,0.0,0.0,0.0,21.33
20.25,0.0,0.0,0.0,21.43
20.37,0.0,0.0,0.0,21.52
20.52,0.0,0.0,0.0,21.66
20.64,0.0,0.0,0.0,21.82
20.73,0.0,0.0,0.0,21.95
20.81,0.0,0.0,0.0,22.1
20.89,0.0,0.0,0.0,22.22
20.95,0.0,0.0,0.0,22.3
21.02,0.0,0.0,0.0,22.38
21.05,0.0,0.0,0.0,22.43
21.09,0.0,0.0,0.0,22.46
21.11,0.0,0.0,0.0,22.48
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
21.12,0.0,0.0,0.0,22.5
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01
0.02,0.0,0.0,0.0,0.03
0.05,0.0,0.0,0.0,0.06
0.1,0.0,0.0,0.0,0.11
0.15,0.0,0.0,0.0,0.17
0.23,0.0,0.0,0.0,0.25
0.34,0.0,0.0,0.0,0.35
0.46,0.0,0.0,0.0,0.47
0.62,0.0,0.0,0.0,0.61
0.75,0.0,0.0,0.0,0.78
0.92,0.0,0.0,0.0,0.98
1.11,0.0,0.0,0.0,1.16
1.35,0.0,0.0,0.0,1.35
1.59,0.0,0.0,0.0,1.57
1.83,0.0,0.0,0.0,1.8
2.08,0.0,0.0,0.0,2.07
2.35,0.0,0.0,0.0,2.35
2.67,0.0,0.0,0.0,2.7
3.0,0.0,0.0,0.0,3.07
3.34,0.0,0.0,0.0,3.4
3.72,0.0,0.0,0.0,3.77
4.11,0.0,0.0,0.0,4.17
4.53,0.0,0.0,0.0,4.62
4.96,0.0,0.0,0.0,5.05
5.4,0.0,0.0,0.0,5.43
5.88,0.0,0.0,0.0,5.86
6.4,0.0,0.0,0.0,6.37
6.9,0.0,0.0,0.0,6.8
7.38,0.0,0.0,0.0,7.17
7.82,0.0,0.0,0.0,7.53
8.27,0.0,0.0,0.0,7.97
8.75,0.0,0.0,0.0,8.43
9.23,0.0,0.0,0.0,8.99
9.78,0.0,0.0,0.0,9.53
10.38,0.0,0.0,0.0,10.14
10.96,0.0,0.0,0.0,10.77
11.56,0.0,0.0,0.0,11.4
12.17,0.0,0.0,0.0,12.06
12.78,0.0,0.0,0.0,12.62
13.39,0.0,0.0,0.0,13.19
14.01,0.0,0.0,0.0,13.83
14.61,0.0,0.0,0.0,14.47
15.22,0.0,0.0,0.0,15.11
15.81,0.0,0.0,0.0,15.77
16.37,0.0,0.0,0.0,16.42
16.93,0.0,0.0,0.0,17.0
17.46,0.0,0.0,0.0,17.64
18.03,0.0,0.0,0.0,18.26
18.61,0.0,0.0,0.0,18.84
19.17,0.0,0.0,0.0,19.44
19.71,0.0,0.0,0.0,20.04
20.26,0.0,0.0,0.0,20.62
20.79,0.0,0.0,0.0,21.18
21.31,0.0,0.0,0.0,21.74
21.82,0.0,0.0,0.0,22.27
22.31,0.0,0.0,0.0,22.78
22.78,0.0,0.0,0.0,23.28
23.23,0.0,0.0,0.0,23.76
23.68,0.0,0.0,0.0,24.23
24.11,0.0,0.0,0.0,24.68
24.52,0.0,0.0,0.0,25.11
24.9,0.0,0.0,0.0,25.52
25.28,0.0,0.0,0.0,25.91
25.63,0.0,0.0,0.0,26.28
25.97,0.0,0.0,0.0,26.63
26.29,0.0,0.0,0.0,26.96
26.57,0.0,0.0,0.0,27.27
26.86,0.0,0.0,0.0,27.56
27.1,0.0,0.0,0.0,27.83
27.32,0.0,0.0,0.0,28.08
27.54,0.0,0.0,0.0,28.3
27.72,0.0,0.0,0.0,28.51
27.89,0.0,0.0,0.0,28.7
28.05,0.0,0.0,0.0,28.87
28.19,0.0,0.0,0.0,29.01
28.3,0.0,0.0,0.0,29.14
28.4,0.0,0.0,0.0,29.25
28.5,0.0,0.0,0.0,29.33
28.56,0.0,0.0,0.0,29.4
28.62,0.0,0.0,0.0,29.46
28.67,0.0,0.0,0.0,29.5
28.7,0.0,0.0,0.0,29.52
28.71,0.0,0.0,0.0,29.54
28.72,0.0,0.0,0.0,29.54
28.72,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
28.73,0.0,0.0,0.0,29.54
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.02
0.02,0.0,0.0,0.0,0.04
0.05,0.0,0.0,0.0,0.07
0.1,0.0,0.0,0.0,0.11
0.15,0.0,0.0,0.0,0.17
0.23,0.0,0.0,0.0,0.24
0.31,0.0,0.0,0.0,0.33
0.41,0.0,0.0,0.0,0.43
0.54,0.0,0.0,0.0,0.56
0.68,0.0,0.0,0.0,0.7
0.83,0.0,0.0,0.0,0.86
1.01,0.0,0.0,0.0,1.04
1.21,0.0,0.0,0.0,1.26
1.42,0.0,0.0,0.0,1.48
1.65,0.0,0.0,0.0,1.73
1.91,0.0,0.0,0.0,1.99
2.2,0.0,0.0,0.0,2.28
2.5,0.0,0.0,0.0,2.59
2.81,0.0,0.0,0.0,2.91
3.15,0.0,0.0,0.0,3.26
3.5,0.0,0.0,0.0,3.63
3.88,0.0,0.0,0.0,3.63
4.28,0.0,0.0,0.0,4.42
4.69,0.0,0.0,0.0,4.85
5.13,0.0,0.0,0.0,5.29
5.57,0.0,0.0,0.0,5.76
6.05,0.0,0.0,0.0,6.24
6.53,0.0,0.0,0.0,6.74
7.03,0.0,0.0,0.0,7.25
7.53,0.0,0.0,0.0,7.78
8.06,0.0,0.0,0.0,8.32
8.6,0.0,0.0,0.0,8.87
9.13,0.0,0.0,0.0,9.43
9.67,0.0,0.0,0.0,10.01
10.21,0.0,0.0,0.0,10.59
10.76,0.0,0.0,0.0,11.18
11.32,0.0,0.0,0.0,11.77
11.89,0.0,0.0,0.0,12.37
12.47,0.0,0.0,0.0,12.98
13.05,0.0,0.0,0.0,13.59
13.63,0.0,0.0,0.0,14.2
14.21,0.0,0.0,0.0,14.81
14.78,0.0,0.0,0.0,15.42
15.36,0.0,0.0,0.0,16.04
15.94,0.0,0.0,0.0,16.64
16.52,0.0,0.0,0.0,17.24
17.09,0.0,0.0,0.0,17.84
17.65,0.0,0.0,0.0,18.43
18.22,0.0,0.0,0.0,19.02
18.78,0.0,0.0,0.0,19.61
19.3,0.0,0.0,0.0,20.19
19.84,0.0,0.0,0.0,20.75
20.36,0.0,0.0,0.0,21.31
20.87,0.0,0.0,0.0,21.85
21.37,0.0,0.0,0.0,22.37
21.86,0.0,0.0,0.0,22.88
22.32,0.0,0.0,0.0,23.37
22.79,0.0,0.0,0.0,23.85
23.23,0.0,0.0,0.0,24.31
23.67,0.0,0.0,0.0,24.76
24.09,0.0,0.0,0.0,25.2
24.47,0.0,0.0,0.0,25.61
24.86,0.0,0.0,0.0,26.01
25.21,0.0,0.0,0.0,26.39
25.56,0.0,0.0,0.0,26.74
25.88,0.0,0.0,0.0,27.08
26.2,0.0,0.0,0.0,27.4
26.47,0.0,0.0,0.0,27.69
26.75,0.0,0.0,0.0,27.96
26.98,0.0,0.0,0.0,28.21
27.2,0.0,0.0,0.0,28.44
27.4,0.0,0.0,0.0,28.65
27.59,0.0,0.0,0.0,28.84
27.75,0.0,0.0,0.0,29.0
27.88,0.0,0.0,0.0,29.14
28.01,0.0,0.0,0.0,29.26
28.12,0.0,0.0,0.0,29.36
28.2,0.0,0.0,0.0,29.45
28.28,0.0,0.0,0.0,29.51
28.32,0.0,0.0,0.0,29.57
28.37,0.0,0.0,0.0,29.6
28.4,0.0,0.0,0.0,29.63
28.43,0.0,0.0,0.0,29.65
28.44,0.0,0.0,0.0,29.65
28.45,0.0,0.0,0.0,29.65
28.45,0.0,0.0,0.0,29.65
28.45,0.0,0.0,0.0,29.65
28.45,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
28.46,0.0,0.0,0.0,29.65
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.0,0.01
0.03,0.0,0.0,0.0,0.03
0.07,0.0,0.0,0.0,0.05
0.1,0.0,0.0,0.0,0.09
0.17,0.0,0.0,0.0,0.13
0.23,0.0,0.0,0.0,0.19
0.34,0.0,0.0,0.0,0.27
0.44,0.0,0.0,0.0,0.38
0.57,0.0,0.0,0.0,0.51
0.7,0.0,0.0,0.0,0.65
0.81,0.0,0.0,0.0,0.82
0.97,0.0,0.0,0.0,1.02
1.11,0.0,0.0,0.0,1.24
1.3,0.0,0.0,0.0,1.48
1.54,0.0,0.0,0.0,1.76
1.79,0.0,0.0,0.0,2.06
1.96,0.0,0.0,0.0,2.32
2.08,0.0,0.0,0.0,2.5
2.34,0.0,0.0,0.0,2.75
2.66,0.0,0.0,0.0,3.11
3.0,0.0,0.0,0.0,3.5
3.39,0.0,0.0,0.0,3.9
3.79,0.0,0.0,0.0,4.31
4.21,0.0,0.0,0.0,4.75
4.65,0.0,0.0,0.0,5.2
5.11,0.0,0.0,0.0,5.68
5.59,0.0,0.0,0.0,6.16
5.59,0.0,0.0,0.0,6.67
5.59,0.0,0.0,0.0,7.19
5.59,0.0,0.0,0.0,7.73
7.61,0.0,0.0,0.0,8.27
8.14,0.0,0.0,0.0,8.83
8.68,0.0,0.0,0.0,9.39
9.22,0.0,0.0,0.0,9.97
9.77,0.0,0.0,0.0,10.57
10.34,0.0,0.0,0.0,11.16
10.9,0.0,0.0,0.0,11.75
11.48,0.0,0.0,0.0,12.35
12.06,0.0,0.0,0.0,12.96
12.65,0.0,0.0,0.0,13.56
13.25,0.0,0.0,0.0,14.16
13.82,0.0,0.0,0.0,14.76
14.4,0.0,0.0,0.0,15.36
14.98,0.0,0.0,0.0,15.96
15.56,0.0,0.0,0.0,16.56
16.13,0.0,0.0,0.0,17.15
